RGNAL	AREA	RN	CIUDAD	ZONA	SECTOR	VIVIENDA	HOGAR	FORMUL	PERSONA	NUMPERS	RESUMEN	RELJEFE	EDAD	SEXO	NIVINST	ANOINST	ASISTEA	SABELE	IESS	DONNAC	LUGNAC	SIEMVIC	DONVIAN	LUGVIAN	CUANVIC	TRABAJO	ACTAYUDA	HORTRASA	RATMEH	HORMAS	RATMAH	AUNOTRA	PORNOT	BUSTRASA	BUSTRAMA	SITIOS	AMIGOS	DIRECTO	PRENSA	AGEPU	AGEPRI	TRESNE	TIEMBUS	MOTNOBUS	DESEATRA	CONDINA	TRABANT	MOTNOTRA	TIEMNOT	RAMA	GRUPO	CATETRAB	PERTRABN	NPERTRA	NUMTRAB	ESTABIL	HORTRAHP	HORTRAHS	HORTRAHO	RAMAS	GRUPOS	CATES	INGPAT	PAT	RETPAT	INGASA	RETASA	INGASA1	ASA	INGASA2	INGSEC	SEC	RETSEC	INV	INGINV	JUB	INGJUB	OTR	INGOTR	BON	INGBON	NOV	DIC	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	VIVEFE	INGRL	SECINS	SUBEQU	FEXP	CONDACT	PEAMSIU
4	1	1	010150	001	004	11	1	1	3	3	1	3	21	1	5	4	1	1	2	1	 	1	 	 	21	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	0	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	122	0	0	0	107,040833	7	 
4	1	1	010150	001	004	12	1	1	1	5	1	1	35	1	4	5	2	1	2	2	010162	2	1	010162	10	1	 	54	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5220	5220	2	1	11	3	2	54	 	 	0	0	 	 	 	0	40	0	40	2	0	0	 	0	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	129	40	0	586	107,040833	2	1
4	1	1	010150	001	004	12	1	1	2	5	1	2	27	2	3	7	2	1	2	2	010168	1	 	 	14	1	 	90	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5211	5220	5	1	2	3	 	90	 	 	0	0	 	20	1	40	0	0	0	 	0	0	 	0	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	129	60	1	379	107,040833	4	2
4	1	1	010150	001	004	12	1	1	3	5	1	3	6	1	3	1	1	 	 	1	 	1	 	 	6	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	0	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	129	 	0	0	107,040833	8	 
4	1	1	010150	001	004	12	1	1	4	5	1	3	0	1	 	 	 	 	 	 	 	0	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	0	 	0	 	0	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	129	 	0	0	107,040833	8	 
4	1	1	010150	001	004	12	1	1	5	5	1	7	18	2	3	7	2	1	2	2	010162	2	1	010162	88	1	 	50	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5211	5220	2	1	1	3	2	70	 	 	0	0	 	 	 	0	24	0	24	1	60	0	 	0	2	0	2	0	2	 	2	0	3	3	1	1	1	1	1	3	3	3	3	1	129	84	0	130	107,040833	4	2
4	1	1	010150	001	010	01	1	1	1	4	1	1	20	2	5	3	1	1	2	2	060550	2	1	060550	7	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	5	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	1	1000	2	0	3	3	3	3	3	3	3	3	3	3	3	3	020	0	0	0	113,976166	7	 
4	1	1	010150	001	010	01	1	1	2	4	1	7	17	2	4	4	1	1	2	2	060550	2	1	060550	2	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	5	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	020	0	0	0	113,976166	7	 
4	1	1	010150	001	010	01	1	1	3	4	1	7	14	2	4	3	1	1	2	2	060550	2	1	060550	2	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	5	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	020	0	0	0	113,976166	7	 
4	1	1	010150	001	010	01	1	1	4	4	1	7	12	1	4	1	1	1	2	2	060550	2	1	060550	2	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	5	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	020	0	0	0	113,976166	7	 
4	1	1	010150	001	010	02	1	1	1	4	1	1	48	1	4	3	2	1	1	1	 	1	 	 	48	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8511	7124	1	1	 	3	1	40	 	 	0	0	 	 	 	0	140	18	140	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	007	140	2	0	113,976166	1	1
4	1	1	010150	001	010	02	1	1	2	4	1	2	45	2	3	7	2	1	2	1	 	1	 	 	45	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	007	0	0	0	113,976166	7	 
4	1	1	010150	001	010	02	1	1	3	4	1	3	19	2	4	5	1	1	2	1	 	1	 	 	19	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	007	0	0	0	113,976166	7	 
4	1	1	010150	001	010	02	1	1	4	4	1	3	4	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	007	 	0	0	113,976166	8	 
4	1	1	010150	001	010	03	1	1	1	6	1	1	59	1	3	7	2	1	2	1	 	1	 	 	59	2	3	50	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	112	6111	10	1	3	3	 	50	 	 	0	0	 	60	1	10	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	014	70	0	275	113,976166	2	3
4	1	1	010150	001	010	03	1	1	2	6	1	2	56	2	3	7	2	1	2	1	 	1	 	 	56	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	014	0	0	0	113,976166	7	 
4	1	1	010150	001	010	03	1	1	3	6	1	3	33	1	4	2	2	1	2	1	 	1	 	 	33	1	 	50	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	112	6111	10	1	3	3	 	50	 	 	0	0	 	10	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	014	10	0	896	113,976166	2	3
4	1	1	010150	001	010	03	1	1	4	6	1	3	23	1	4	1	2	1	2	1	 	1	 	 	23	1	 	50	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	112	6111	10	1	3	3	 	50	 	 	0	0	 	10	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	014	10	0	896	113,976166	2	3
4	1	1	010150	001	010	03	1	1	5	6	1	3	21	2	4	5	1	1	2	1	 	1	 	 	21	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	014	0	0	0	113,976166	7	 
4	1	1	010150	001	010	03	1	1	6	6	1	3	20	2	5	3	1	1	2	1	 	1	 	 	20	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	014	0	0	0	113,976166	7	 
4	1	1	010150	001	010	03	2	1	1	3	1	1	78	1	4	5	2	1	2	1	 	1	 	 	78	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	7	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	014	0	0	0	113,976166	7	 
4	1	1	010150	001	010	03	2	1	2	3	1	2	68	2	3	7	2	1	2	1	 	1	 	 	68	1	 	60	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5211	5220	5	1	1	3	 	60	 	 	0	0	 	90	1	100	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	014	190	1	0	113,976166	4	2
4	1	1	010150	001	010	03	2	1	3	3	1	3	29	1	5	2	1	1	2	1	 	1	 	 	29	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	014	0	0	0	113,976166	7	 
4	1	1	010150	001	010	04	1	1	1	4	1	1	57	1	2	6	2	1	2	1	 	1	 	 	57	1	 	50	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5211	5220	5	1	2	3	 	50	 	 	0	0	 	100	1	20	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	018	120	1	0	113,976166	4	2
4	1	1	010150	001	010	04	1	1	2	4	1	2	57	2	2	6	2	1	2	1	 	1	 	 	57	1	 	50	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5211	5220	6	1	2	3	 	50	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	018	0	0	0	113,976166	4	2
4	1	1	010150	001	010	04	1	1	3	4	1	3	23	1	2	6	2	1	2	1	 	1	 	 	23	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5122	5230	2	1	1	3	3	45	 	 	0	0	 	 	 	0	120	0	120	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	018	120	0	0	113,976166	4	2
4	1	1	010150	001	010	04	1	1	4	4	1	7	54	1	2	6	2	1	2	1	 	1	 	 	54	1	 	50	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5211	5220	5	1	1	3	 	50	 	 	0	0	 	100	1	20	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	018	120	1	0	113,976166	4	2
4	1	1	010150	001	010	05	1	1	1	1	1	1	88	1	4	5	2	1	1	2	060150	2	1	060550	65	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	4	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	1	22	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	025	0	0	0	113,976166	7	 
4	1	1	010150	001	010	06	1	1	1	6	1	1	39	1	4	3	2	1	2	1	 	1	 	 	39	1	 	20	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3610	7422	3	1	1	3	3	20	 	 	0	0	 	 	 	0	60	0	60	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	028	60	1	0	113,976166	4	2
4	1	1	010150	001	010	06	1	1	2	6	1	2	35	2	3	4	2	2	2	1	 	1	 	 	35	1	 	15	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9301	9133	3	1	1	3	3	15	 	 	0	0	 	 	 	0	40	0	40	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	028	40	1	0	113,976166	4	2
4	1	1	010150	001	010	06	1	1	3	6	1	3	17	1	4	2	1	1	2	1	 	1	 	 	17	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	4	1	 	1	5	88	2811	9322	3	1	4	5	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	028	0	1	0	113,976166	5	1
4	1	1	010150	001	010	06	1	1	4	6	1	3	15	2	3	7	1	1	2	1	 	1	 	 	15	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	028	0	0	0	113,976166	7	 
4	1	1	010150	001	010	06	1	1	5	6	1	3	13	1	3	7	1	1	2	1	 	1	 	 	13	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	028	0	0	0	113,976166	7	 
4	1	1	010150	001	010	06	1	1	6	6	1	3	3	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	028	 	0	0	113,976166	8	 
4	1	1	010150	001	010	07	1	1	1	4	1	1	36	1	5	5	2	1	1	2	010955	2	1	010955	25	1	 	45	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8021	2320	2	2	 	4	2	40	15	 	8021	2320	1	 	 	0	150	15	165	2	0	0	 	 	2	0	2	0	1	300	2	0	1	1	1	1	1	1	1	1	1	1	1	1	036	165	0	0	113,976166	1	1
4	1	1	010150	001	010	07	1	1	2	4	1	3	17	2	4	5	1	1	2	1	 	1	 	 	17	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	036	0	0	0	113,976166	7	 
4	1	1	010150	001	010	07	1	1	3	4	1	3	16	1	4	3	1	1	2	1	 	1	 	 	16	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	036	0	0	0	113,976166	7	 
4	1	1	010150	001	010	07	1	1	4	4	1	3	11	1	3	6	1	1	2	1	 	1	 	 	11	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	036	0	0	0	113,976166	7	 
4	1	1	010150	001	010	08	1	1	1	10	1	1	58	1	3	7	2	1	1	1	 	1	 	 	58	1	 	30	1	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	6022	8322	5	1	58	3	 	30	 	 	0	0	 	40	1	30	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	039	70	1	250	113,976166	4	2
4	1	1	010150	001	010	08	1	1	2	10	1	2	64	2	3	7	2	1	2	1	 	1	 	 	64	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	039	0	0	0	113,976166	7	 
4	1	1	010150	001	010	08	1	1	3	10	1	3	31	1	5	2	1	1	1	1	 	1	 	 	31	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5239	4131	2	1	5	3	2	40	 	 	0	0	 	 	 	0	56	4	60	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	039	60	0	379	113,976166	4	2
4	1	1	010150	001	010	08	1	1	4	10	1	3	28	2	4	3	2	1	2	1	 	1	 	 	28	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5232	5220	2	1	3	3	3	40	 	 	0	0	 	 	 	0	48	4	52	2	0	0	 	 	2	0	2	0	2	 	2	0	2	2	2	2	2	2	2	2	2	2	2	1	039	52	0	462	113,976166	4	2
4	1	1	010150	001	010	08	1	1	5	10	1	3	26	2	5	2	2	1	1	1	 	1	 	 	26	1	 	48	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5510	2411	2	1	10	3	2	48	 	 	0	0	 	 	 	0	48	4	52	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	039	52	0	462	113,976166	2	1
4	1	1	010150	001	010	08	1	1	6	10	1	3	22	2	5	2	2	1	1	1	 	1	 	 	22	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	6411	2411	2	2	 	3	2	40	 	 	0	0	 	 	 	0	48	4	52	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	039	52	0	462	113,976166	2	1
4	1	1	010150	001	010	08	1	1	7	10	1	3	26	2	4	6	2	1	2	1	 	1	 	 	26	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	039	0	0	0	113,976166	7	 
4	1	1	010150	001	010	08	1	1	8	10	1	6	6	2	3	2	1	 	 	1	 	1	 	 	6	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	039	 	0	0	113,976166	8	 
4	1	1	010150	001	010	08	1	1	9	10	1	6	4	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	039	 	0	0	113,976166	8	 
4	1	1	010150	001	010	08	1	1	10	10	1	6	0	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	039	 	0	0	113,976166	8	 
4	1	1	010150	001	010	09	1	1	1	5	1	1	42	1	3	7	2	1	2	2	010350	2	1	010350	25	1	 	72	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1920	7422	2	1	5	3	4	72	 	 	0	0	 	 	 	0	64	0	64	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	046	64	0	337	113,976166	4	2
4	1	1	010150	001	010	09	1	1	2	5	1	2	57	2	3	4	2	1	2	2	010358	2	1	010358	25	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	7	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	046	0	0	0	113,976166	7	 
4	1	1	010150	001	010	09	1	1	3	5	1	3	22	1	4	5	1	1	2	1	 	1	 	 	22	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5231	5230	2	2	 	3	3	40	 	 	0	0	 	 	 	0	128	0	128	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	046	128	0	0	113,976166	1	1
4	1	1	010150	001	010	09	1	1	4	5	1	3	20	1	4	6	1	1	2	1	 	1	 	 	20	1	 	45	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1920	7422	2	1	35	3	3	45	 	 	0	0	 	 	 	0	80	0	80	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	046	80	0	172	113,976166	2	1
4	1	1	010150	001	010	09	1	1	5	5	1	3	16	2	3	7	2	1	2	1	 	1	 	 	16	1	 	45	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5520	5122	2	1	3	3	4	45	 	 	0	0	 	 	 	0	24	0	24	1	19	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	046	43	0	555	113,976166	4	2
4	1	1	010150	001	010	10	1	1	1	9	1	1	48	1	3	2	2	1	1	2	010652	1	 	 	48	1	 	48	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5259	9112	5	1	1	3	 	48	 	 	0	0	 	120	1	120	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	050	240	1	0	113,976166	4	2
4	1	1	010150	001	010	10	1	1	2	9	1	2	45	2	3	4	2	1	2	2	010652	2	1	010652	3	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	050	0	0	0	113,976166	7	 
4	1	1	010150	001	010	10	1	1	3	9	1	3	25	1	3	7	2	1	2	2	010652	1	 	 	12	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4520	7122	3	1	6	3	4	40	 	 	0	0	 	 	 	0	120	0	120	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	050	120	1	0	113,976166	1	1
4	1	1	010150	001	010	10	1	1	4	9	1	3	22	1	3	4	2	1	2	2	010652	1	 	 	3	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4520	7122	3	1	6	3	4	40	 	 	0	0	 	 	 	0	80	0	80	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	050	80	1	172	113,976166	2	1
4	1	1	010150	001	010	10	1	1	5	9	1	3	20	1	3	7	2	1	2	2	010652	1	 	 	3	2	12	 	 	 	 	1	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4520	7122	3	1	6	3	3	40	 	 	0	0	 	 	 	0	80	0	80	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	050	80	1	172	113,976166	2	1
4	1	1	010150	001	010	10	1	1	6	9	1	3	15	1	3	7	2	1	2	2	010652	1	 	 	3	1	 	20	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	7493	9132	3	1	3	3	4	20	 	 	0	0	 	 	 	0	4	0	4	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	050	4	1	500	113,976166	3	1
4	1	1	010150	001	010	10	1	1	7	9	1	3	11	2	3	3	1	1	2	2	010652	1	 	 	3	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	050	0	0	0	113,976166	7	 
4	1	1	010150	001	010	10	1	1	8	9	1	3	10	2	3	3	1	1	2	2	010652	1	 	 	3	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	050	0	0	0	113,976166	7	 
4	1	1	010150	001	010	10	1	1	9	9	1	3	6	1	3	1	1	 	 	2	010652	1	 	 	3	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	050	 	0	0	113,976166	8	 
4	1	1	010150	001	010	11	1	1	1	4	1	1	42	1	3	7	2	1	2	1	 	1	 	 	42	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1810	7433	5	1	2	3	 	40	 	 	0	0	 	100	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	057	100	1	0	113,976166	4	2
4	1	1	010150	001	010	11	1	1	2	4	1	2	41	2	4	6	2	1	1	1	 	1	 	 	41	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8511	3231	1	2	 	3	2	40	 	 	0	0	 	 	 	0	85	5	90	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	057	90	2	0	113,976166	1	1
