,fgt0,fgt1,fgt2,a25,a50,a75,ingreso_promedio
t1,0.9999999145640401,0.9999999145640401,0.9999999145640401,,,,0.0
t2,0.9999999491219216,0.9999999491219216,0.9999999491219216,,,,0.0
t3,1.0000000926134642,1.0000000926134642,1.0000000926134642,,,,0.0
t4,0.9999999487130816,0.9999999487130816,0.9999999487130816,,,,0.0
