ano,trimestre,region,fgt0,fgt1,fgt2,a25,a50,a75,ingreso_promedio,ingreso_mediana,salario_minimo,kaitz_indice
1991,1,"Costa, Santo Domingo",0.695879254238507,0.3562038866127224,0.2141620920461347,0.09303252927085126,0.17211371341375947,0.2403938603494329,61.69974066135012,42.19012868336746,36.0,0.8532801658458135
1991,1,El Oro,0.5697479060634815,0.26045959193003904,0.1559441802888586,0.07657046271777557,0.1464526564676586,0.21134374593524563,72.20943542949912,57.476773202467314,36.0,0.6263399629827274
1991,1,Guayas,0.6395551267977335,0.28114319966452594,0.16519255484204395,0.08354323277585174,0.15979742093822713,0.22975586745170606,72.14030831536962,52.73100548389598,36.0,0.6827102891295024
1991,1,Los Ríos,0.6065902212370519,0.2604388032522714,0.14809380977361078,0.06421982617131061,0.1261440452231678,0.18650950348381623,69.48705241155176,56.91999311376365,36.0,0.6324666963337167
1991,1,Manabí,0.624226920587751,0.3093956028864209,0.19458526279813193,0.08791313075740037,0.16954207173539582,0.24584560026070768,68.77384667474324,51.43892939707586,36.0,0.6998590449288489
1991,1,Pichincha,0.548518316906582,0.24685972034066156,0.143285758135822,0.11017067716304907,0.20610189607386808,0.2899509166216462,97.46549232260327,58.68198559398145,36.0,0.6134761739161777
1991,1,Sierra,0.6957519978553584,0.3419567171521511,0.21241197844235593,0.08800463505788325,0.16848342734316202,0.2426205173384982,62.609049717394974,45.535994491010925,36.0,0.7905833704171458
1991,2,Amazonía,0.6228781091594955,0.25771059127853935,0.1479373973754433,0.09904782573670079,0.18167034744298483,0.25220364112267024,79.07839518885604,56.724749219073296,36.0,0.6346436166860171
1991,2,Azuay,0.5337400562234583,0.23426779981824655,0.13539653867552506,0.10657962556756984,0.1976368165437925,0.2775410682922661,94.57160691449644,59.990344895877506,36.0,0.6000965665805648
1991,2,"Costa, Santo Domingo",0.7282629158486406,0.3867150326355677,0.23975812133833563,0.09272327630690291,0.1714834274960252,0.23944140792892665,56.41810422732689,38.58826477487978,36.0,0.9329261165284454
1991,2,El Oro,0.634245527331045,0.2840567425472057,0.16968030456441247,0.0755102437655496,0.14424439088175656,0.20797030403205985,66.78617117456272,52.630965620289764,36.0,0.6840079708916007
1991,2,Guayas,0.6757779000597816,0.3116876803250952,0.18391076543962934,0.0825271007085987,0.1577339164943764,0.2266112190461148,66.26002783911034,47.61755876972254,36.0,0.7560236377109377
1991,2,Los Ríos,0.6297316779376476,0.2911571895493757,0.1692108198601264,0.06434838204226989,0.12642460159582736,0.1869494419761809,63.72643837910261,52.060608341404446,36.0,0.6915017159215321
1991,2,Manabí,0.6534126869142844,0.3436421401654366,0.2213885458633037,0.08856691950717521,0.17070931951070445,0.24727047867456464,62.45673737033399,45.90475139618145,36.0,0.7842325446728077
1991,2,Pichincha,0.5865323120111051,0.27628293134972726,0.1645105911708289,0.1104177556327477,0.20672964677313055,0.29107652051279376,88.91259949962871,53.66426177949756,36.0,0.6708375146931362
1991,2,Sierra,0.7264902658462586,0.37261364485660786,0.2357043574049023,0.08758645107559948,0.1676625172064149,0.24140172609148447,57.337533615935136,41.64848667312356,36.0,0.8643771449019151
1991,3,Amazonía,0.6599908225646491,0.276701904830091,0.15928280496015493,0.10122179778754581,0.1852486689771803,0.2565409733744496,75.99708066943518,53.365984874858306,36.0,0.6745870067688052
1991,3,Azuay,0.5517249606336785,0.2505511897963851,0.14840243157182922,0.10922941487398452,0.20264273674268607,0.28467221212872906,91.11267508934121,57.962135264503104,36.0,0.6210951310837396
1991,3,"Costa, Santo Domingo",0.7351179005641008,0.39682927470625995,0.25494391535904753,0.09532217871439419,0.17794687073559268,0.2509131177260029,54.838082483549236,36.6076643775809,36.0,0.9834006242159211
1991,3,El Oro,0.6402566106552039,0.29207296040337555,0.17279704052682826,0.07397463162287532,0.14114421339299765,0.20319853609912175,65.11437843265364,50.98594194973676,36.0,0.7060769816803564
1991,3,Guayas,0.6874728409675553,0.3176967136215408,0.18921228749081062,0.08232751688449125,0.1578939345467183,0.22787678184953952,64.86677241359314,46.94626954033344,36.0,0.7668340925165724
1991,3,Los Ríos,0.656034185286902,0.2959522971984219,0.17248999964482079,0.06340829471257092,0.12471196440422105,0.18467433445986714,62.259619877827944,50.675713736745536,36.0,0.7103994664390092
1991,3,Manabí,0.6639170816864793,0.35295052999116844,0.2296071945904271,0.0895207934190475,0.1726575841255129,0.2501693860479989,61.020661200685446,44.68361233226815,36.0,0.8056644957955358
1991,3,Pichincha,0.591621729159141,0.2828718714109417,0.16843757103937487,0.10953905165584454,0.20498672545133234,0.2883855426535825,86.67411101640663,52.2444108087103,36.0,0.6890689251298439
1991,3,Sierra,0.7396705453663683,0.3831655107437873,0.24375297961314732,0.08755598417175325,0.16752866804797562,0.2411512227354634,55.49896416888941,40.19368550444921,36.0,0.8956630761320706
1991,4,Amazonía,0.6955229561958304,0.32146275116811784,0.1910795274341321,0.10069953854903668,0.18513582872958878,0.2578645013855463,67.238806171144,48.464697908305176,36.0,0.7428087154924955
1991,4,Azuay,0.6063076774411751,0.2832596937453097,0.16863608290015103,0.10667879038239014,0.19762685035317695,0.2772682113799334,81.09417668293983,50.60764167074274,36.0,0.7113550209317954
1991,4,"Costa, Santo Domingo",0.7826232985681456,0.43987735017241103,0.28780353997534625,0.09250201448236495,0.17108316289668168,0.23892605278595236,48.095927035680354,33.15187644582979,36.0,1.0859113829898601
1991,4,El Oro,0.7266236841146687,0.3496196644842196,0.2165455136624029,0.07755889918503589,0.14803421377158843,0.21309348141542772,56.68345187677658,44.736295378930585,36.0,0.8047157167366811
1991,4,Guayas,0.7372680299832618,0.36785771335759493,0.22565012793296543,0.08262237375856529,0.15809069983346713,0.22726935756483801,57.23188368577391,41.87153575145986,36.0,0.8597726200846324
1991,4,Los Ríos,0.7416871276575496,0.3475727926176614,0.2073629983973919,0.06377585649395989,0.1252748149996724,0.18528219979664795,54.70042354150315,44.736295378930585,36.0,0.8047157167366811
1991,4,Manabí,0.740401023890785,0.39292180823701056,0.2585385286781531,0.0883837702344179,0.17044485529736453,0.2470912428316263,53.98160738714115,39.65941232353818,36.0,0.9077290330556339
1991,4,Pichincha,0.6456088143219516,0.3244372807523905,0.19987235970478,0.11045848846083295,0.20655800638703026,0.29045312156721903,76.51898409310893,46.061254002118154,36.0,0.7815679529338154
1991,4,Sierra,0.795155017334154,0.4305926371541134,0.2817869474670029,0.08877381741569534,0.1697414628893611,0.24411210504927594,49.225464131734334,35.47480851191234,36.0,1.0148046320788822
1992,1,Amazonía,0.4634528055006799,0.19625538641549173,0.10687732356469497,0.05636387942879362,0.11053216160614232,0.1628199056510038,80.28793556583865,67.30478824698693,30.0,0.44573351735257893
1992,1,Azuay,0.4754812608367048,0.19135113988033967,0.10773099124416947,0.09468685810411293,0.17786554983710756,0.25209212208187026,103.03171466953788,68.71553250403004,30.0,0.43658251499747247
1992,1,"Costa, Santo Domingo",0.6540080527086384,0.32895353517050935,0.2053821278668582,0.0805924685208641,0.15667879909307048,0.2282087424945778,63.64413646431912,44.67260371177822,30.0,0.6715525290076232
1992,1,El Oro,0.5177208212760094,0.2306545445805267,0.13974478450223612,0.06262599872847607,0.12554139607549097,0.1889626494483294,75.30672535149905,63.83603449352004,30.0,0.4699540038478625
1992,1,Guayas,0.5597381809696662,0.24080733412159946,0.1350820279130998,0.08683722697743679,0.16141758369736292,0.22762274236749236,81.69913580245299,58.074384825311675,30.0,0.5165788684674025
1992,1,Los Ríos,0.6001091171484052,0.2547481840214159,0.14350049375492144,0.07366330583291669,0.14154493348343822,0.2050331492933558,72.46847236106733,55.007851553048226,30.0,0.5453766899270504
1992,1,Manabí,0.6667048093712387,0.3160386281272546,0.1942624318780688,0.08355356659401147,0.15985671471467833,0.23027301196974603,65.1921777180442,48.89586804715397,30.0,0.6135487761679318
1992,1,Pichincha,0.4536372667109708,0.17364776779521604,0.08979203355689744,0.09222254907960192,0.17526821698087924,0.24954582551673832,112.02473110620333,72.01870286705918,30.0,0.4165584605901279
1992,1,Sierra,0.5766963784430328,0.2664828568092523,0.15877256991479846,0.06973472061936081,0.13854601698325542,0.2062029884529113,73.73434243657832,55.276709233665976,30.0,0.5427240589374424
1992,2,Amazonía,0.5447191814029447,0.22197179924353552,0.12284593298481908,0.05672730933095427,0.11119809167785277,0.16371475081002285,73.90620681973441,61.668617912152826,40.0,0.6486281248751212
1992,2,Azuay,0.5188904830224773,0.2126430218639636,0.11988001896361508,0.09356870422403862,0.17556360610476363,0.2485769723011867,94.7759985496193,64.11648043101764,40.0,0.6238645622951131
1992,2,"Costa, Santo Domingo",0.665684612847084,0.35969853987857436,0.23107317757287327,0.08159649541733138,0.15890819228547348,0.23190904461689477,58.04972143724884,40.93167516303718,40.0,0.9772382840593216
1992,2,El Oro,0.5816518859842083,0.253646972966226,0.15622928953159818,0.06252913143997652,0.12577086872272814,0.1900292329500537,69.25003722341017,59.925597285520105,40.0,0.6674943899084882
1992,2,Guayas,0.607519606809271,0.26922217298603573,0.15302423254342265,0.0870620528921544,0.16159641739473285,0.22746913900901977,75.2109285462134,53.21117771194834,40.0,0.7517217569687088
1992,2,Los Ríos,0.6718301178057658,0.28620210275208874,0.16242153403129875,0.07300392973958236,0.1404044394869285,0.2035558959444702,66.74545073985195,50.40143900527341,40.0,0.7936281342247961
1992,2,Manabí,0.7008544859464511,0.3444455653777919,0.21680604912772355,0.08261213743545492,0.15844589715836632,0.22883770543112003,59.60222984233484,45.82066933939437,40.0,0.8729684785641042
1992,2,Pichincha,0.4996769588413648,0.20018423497777832,0.10589118047096462,0.09334819120370919,0.17729667066139798,0.2522502193481805,103.15973306133859,65.79808416702008,40.0,0.6079204357753804
1992,2,Sierra,0.6209014742231143,0.294641126090973,0.17821403815772843,0.06956862624834048,0.13816536648488165,0.20554853092477265,67.64458278365319,50.64778227460991,40.0,0.7897680451855101
1992,3,Amazonía,0.6439799309645712,0.270012573116967,0.15466716631930089,0.05762682348908266,0.1128561611229445,0.16589380062894143,64.44209981541698,55.04619581543925,40.0,0.7266623861549553
1992,3,Azuay,0.5920475950689121,0.27261973386327554,0.16425606351902475,0.0977390172320467,0.18426180183826302,0.26215746047868893,80.2569360423115,54.353054044634305,40.0,0.7359292077157672
1992,3,"Costa, Santo Domingo",0.7694524495677233,0.40446938172368807,0.26681677545197435,0.08006464603085972,0.15635909672383697,0.22887305524831703,50.05026950899921,40.067780867778616,40.0,0.9983083448518827
1992,3,El Oro,0.669803459831537,0.3091316483378854,0.19109283842138305,0.06264127363276939,0.12568631127562824,0.18928933173303453,59.22443304538334,51.11572480686611,40.0,0.7825380575377658
1992,3,Guayas,0.6545963906290808,0.3174366176484013,0.18909024139000039,0.08607025647998445,0.16039385109967852,0.2267678649639383,64.86465648095883,46.17421669278496,40.0,0.8662843219655587
1992,3,Los Ríos,0.7386249921374207,0.3522231372863124,0.20907995963694206,0.0739008704565346,0.14226168512068382,0.20640826653526212,56.532095768001035,42.98815375509172,40.0,0.9304889023121214
1992,3,Manabí,0.7652954313025693,0.3977128164083669,0.25621720429329403,0.082635644257125,0.158422277370305,0.22865139934191958,51.45550744994662,39.15573575548164,40.0,1.0215617004310835
1992,3,Pichincha,0.5812642053552967,0.2506462665605535,0.139256102834555,0.09325591647200515,0.17712137282906426,0.2519879624459995,87.80112697395236,56.22729728755273,40.0,0.7113982341252416
1992,3,Sierra,0.6710784012855779,0.34524549880314476,0.21719972850802388,0.0703091817853525,0.1397232817522278,0.20802201929966735,57.97326498634497,43.4483660858362,40.0,0.9206330088679597
1992,4,Amazonía,0.7155998963462037,0.320622746454974,0.18712850085255323,0.056571449301243804,0.11100140670945302,0.1636042422040508,56.24114627243537,46.951345711041306,40.0,0.8519457620272939
1992,4,Azuay,0.6326112486915673,0.30901262154852116,0.18735274571677907,0.09535539373787938,0.17891211019887765,0.2533206950664586,71.02876426350011,47.73781117136746,40.0,0.8379102229134355
1992,4,"Costa, Santo Domingo",0.8089621264320833,0.4464432181639543,0.30095746841567966,0.0814310300270692,0.1592294226050731,0.23330315291798032,45.00233349476881,35.69810470749583,40.0,1.120507666380419
1992,4,El Oro,0.7607519330223305,0.36085675403373374,0.223277024436017,0.062382568885765766,0.12437073533796439,0.18591477821412206,52.33273764696213,43.80438283401417,40.0,0.9131506349848614
1992,4,Guayas,0.7416621858198693,0.3652055116802134,0.22576662028902028,0.08796760554604621,0.163294846002915,0.2299868251298729,57.083783095039124,41.09872656114522,40.0,0.9732661653272742
1992,4,Los Ríos,0.8331985798150947,0.4001132356704634,0.24358773677390533,0.0739543300023292,0.14201376875303162,0.20556856311913563,50.378225807713875,38.373089379780176,40.0,1.0423971758989279
1992,4,Manabí,0.8324517971509201,0.45039453853354866,0.29674496308832604,0.08374933319038902,0.16012175473160206,0.23051639705373972,45.2303065378215,33.864826028705515,40.0,1.1811665580710204
1992,4,Pichincha,0.6315503605928482,0.2893415848134036,0.166919339794892,0.0927819764377028,0.17631214822481145,0.25094441112869104,78.27639109949233,50.23973931191192,40.0,0.7961824752246662
1992,4,Sierra,0.7193401144165628,0.38413545374992086,0.24795682567089866,0.0697850472528837,0.1387179209733308,0.20658134732449474,51.58087536122532,39.05201887650779,40.0,1.024274830105198
1993,1,Amazonía,0.4711365254911818,0.20150071155913185,0.11580548829615216,0.08913991483099881,0.16703372597350497,0.23690286662746785,96.18851408812647,70.10143884736742,32.0,0.45648135796005457
1993,1,Azuay,0.4666369051771041,0.22056799493065649,0.13138780715082124,0.08452005729602208,0.16466184387341054,0.24066881735926837,93.23888626830788,70.10143884736742,32.0,0.45648135796005457
1993,1,"Costa, Santo Domingo",0.5906560675013184,0.31224422149592945,0.20503766582878152,0.07544915175304723,0.15366183972905612,0.23461732819522052,67.23830205337144,51.69402386159715,32.0,0.6190270675325084
1993,1,El Oro,0.6088811974485359,0.27949173714365394,0.16924997674448103,0.0827205978567257,0.15883486943837355,0.2297776847382359,72.62378480106926,54.41476195957595,32.0,0.588075714155883
1993,1,Guayas,0.5119224586974125,0.20848007536300134,0.11589817250731202,0.10670863379115192,0.19357255244583116,0.26695967844608626,96.97726711671596,64.60515322641727,32.0,0.4953165251052309
1993,1,Los Ríos,0.5963252934730024,0.2520051684012613,0.13382501791213655,0.0604342268607686,0.11681926707527768,0.17003188884392328,69.5463847200725,54.41476195957595,32.0,0.588075714155883
1993,1,Manabí,0.6471491570547858,0.3098532462137158,0.1869535265009475,0.083458470226495,0.1600883872384502,0.23028457055635954,67.47976435244821,48.73250325508849,32.0,0.6566459316176964
1993,1,Pichincha,0.4201127038755609,0.16950374312667693,0.09407427062519369,0.1041506483252711,0.19532414584121804,0.2758636274478825,120.5618595101009,76.3801221696379,32.0,0.4189571722460588
1993,1,Sierra,0.5253527690556409,0.24522924086190748,0.15296128584594637,0.08692972236275165,0.16566697713854261,0.23957722957110983,79.87887099619634,63.17060788019473,32.0,0.5065646995306602
1993,2,Amazonía,0.4909359278200491,0.21210457392386656,0.12340232046356825,0.08986408060172546,0.16854879766127906,0.23924083297791432,93.45510531261819,68.27018901747559,34.0,0.49802117863328
1993,2,Azuay,0.47592915417334913,0.22886606856659839,0.13733869883297964,0.08498133487766546,0.16553317333102202,0.2418783127848535,90.75156838685754,68.38757328339484,34.0,0.4971663471535336
1993,2,"Costa, Santo Domingo",0.6112326412625246,0.3198236564176425,0.210750016653293,0.07544915175305256,0.15366183972906544,0.23461732819521885,65.594435502784,50.43018949790498,34.0,0.6741993305698853
1993,2,El Oro,0.6018842026453706,0.28479725824457647,0.17457199001732754,0.0820903401925217,0.15802623175093777,0.22912344285486286,71.59650939917803,54.64268558032709,34.0,0.6222241758234694
1993,2,Guayas,0.5262697640645477,0.21397694424661262,0.11868277108031904,0.10598390986459205,0.19206832237676363,0.2646176803828041,95.1993484778313,63.780429243073094,34.0,0.5330788833424571
1993,2,Los Ríos,0.6199373096547087,0.26425973368310646,0.14122692827099678,0.06082180395320347,0.1174046966156197,0.1706399696143912,67.47327675532294,52.0221271217226,34.0,0.6535680465438486
1993,2,Manabí,0.6673434258727987,0.3152958455563009,0.19178958150871914,0.08321762867198068,0.16018552677784836,0.23134160090513278,66.3809427870311,48.28200017513838,34.0,0.7041961782168971
1993,2,Pichincha,0.4340033561638098,0.17922162763900337,0.09994337996046446,0.1049469179410425,0.196764971213226,0.2777620856496794,117.48743262596835,74.5127530640824,34.0,0.4562977289372109
1993,2,Sierra,0.5421759431270181,0.2548327398896844,0.16041805646017235,0.08770733141159981,0.16738827948625334,0.24234739351033507,78.06019517756464,61.82796712338718,34.0,0.5499129533427453
1993,3,Amazonía,0.5031578518458153,0.224413474668793,0.13340598071092571,0.09158242635358749,0.17215942176803845,0.24502181013005453,90.16402761229764,65.55613299929543,34.0,0.5186394993793398
1993,3,Azuay,0.4740469689457476,0.23022677048278498,0.1408505065777172,0.08495613083310005,0.16622858513337713,0.24428696551033036,89.66853112621772,67.60819559508906,34.0,0.502897610278327
1993,3,"Costa, Santo Domingo",0.6274048321256275,0.32724200595577274,0.21622256087144523,0.07534438651422093,0.15341708500191042,0.23420622440215977,63.88596024087526,49.30598559229344,34.0,0.6895714504348986
1993,3,El Oro,0.5960442642277876,0.28141943058817365,0.173669988890871,0.07757848108673093,0.15035091942643364,0.21944828803283245,70.11506965220832,56.23924026777603,34.0,0.6045600871938045
1993,3,Guayas,0.5281533692240208,0.22231842974688235,0.12490991956609776,0.1064952380170866,0.19329485018021597,0.2665965952936378,93.24791271958739,62.573392034259406,34.0,0.5433619449842952
1993,3,Los Ríos,0.5969769200578195,0.26197259276389745,0.14293558920899413,0.059426148850532545,0.1153373186786194,0.1685300008771098,67.16185500645808,52.14449336188284,34.0,0.6520343339811544
1993,3,Manabí,0.6625444596443228,0.3130881317590804,0.1885468906938808,0.08076679787149166,0.15568374535061713,0.22516894248471564,66.00309633168658,48.567795938613195,34.0,0.7000523565651193
1993,3,Pichincha,0.43689969019850244,0.1809019004167308,0.10172312215076398,0.10439641720998938,0.19579686552776943,0.2765814094631762,115.66021338731436,72.85169390791981,34.0,0.4667015710434128
1993,3,Sierra,0.5565950379762021,0.2647753164492785,0.16617164974330537,0.08756778355068107,0.16694383875718377,0.2412923191889339,75.99177514002844,60.25240152200966,34.0,0.5642928603863218
1993,4,Amazonía,0.5248329156223893,0.229200679090558,0.1327712954793364,0.08927770136644475,0.16700128381208912,0.23644395674648966,87.41029588600931,63.987692365769284,34.0,0.5313521826298672
1993,4,Azuay,0.5277283356018567,0.2565957782101128,0.15826920718403487,0.08726455512956055,0.16991494692491904,0.24804965132778123,84.21037454813968,63.22102821963933,34.0,0.5377957454579654
1993,4,"Costa, Santo Domingo",0.634247836133631,0.3413360323964444,0.22683538004296175,0.07573713473812138,0.15420396223243338,0.23535602224911645,61.43690542747703,47.266771895319906,34.0,0.7193213887188791
1993,4,El Oro,0.6446722652415748,0.30050582931654923,0.18248435809024552,0.07955506224592457,0.15297013744516286,0.2217171512538404,66.97130467910418,51.3459796850718,34.0,0.6621745306747954
1993,4,Guayas,0.56939360216514,0.2395419986946677,0.13569331640885857,0.10720906181316892,0.19463510481505686,0.2685944314106521,88.6365389742612,58.98730508780301,34.0,0.5763952082467705
1993,4,Los Ríos,0.6362147840152425,0.28182479542362376,0.15560884439858613,0.06048314247168873,0.11710771731870184,0.17074836379567915,64.10436908853397,49.754496731915694,34.0,0.6833553192829351
1993,4,Manabí,0.7029951111693858,0.34317340669007335,0.21056531675182877,0.08391125776192032,0.16114488827542883,0.23199601784316948,62.365187965504454,44.55888598289966,34.0,0.7630352341629044
1993,4,Pichincha,0.46988889188407873,0.1961725521442336,0.11108593233281912,0.10358338205753725,0.19456498107965636,0.27524801888589423,109.40919768585479,69.83866881005068,34.0,0.4868363125945918
1993,4,Sierra,0.5799124568880022,0.2737373754408507,0.1708966237924961,0.08643117027027947,0.1643313217866309,0.2371526800940853,72.53589847143266,57.760462237493364,34.0,0.5886379485711591
1994,1,Amazonía,0.3676719814616263,0.13584187241513193,0.07758516080182984,0.08475273323414756,0.16189112683035078,0.23325463186492357,121.55505747262293,87.95592282606437,32.0,0.3638185919927305
1994,1,Azuay,0.34465027358428374,0.15104098078184927,0.08749594485393195,0.08357767485059509,0.16128355979245967,0.2339849130914461,121.3632925408725,89.34499353915517,32.0,0.358162206212216
1994,1,"Costa, Santo Domingo",0.4587273373622467,0.2043969339922581,0.11932943838909074,0.10640619549792873,0.19087708878894138,0.26218881352847623,96.74843370523763,75.02937888766401,32.0,0.4264995988826091
1994,1,El Oro,0.5495685572070753,0.2117162501817936,0.11242372037958048,0.07478537441087607,0.13942076135285575,0.19655444564017077,82.03792588500458,62.27180044792824,32.0,0.5138762613224656
1994,1,Guayas,0.4566676101939108,0.1909525949659368,0.10782008607733307,0.09168769432547197,0.17242356211643028,0.24486259162284707,100.82479691858182,70.74636017050292,32.0,0.45232009000714807
1994,1,Los Ríos,0.5977984287499304,0.2502244347486866,0.1365065748371529,0.0664394905429947,0.12915791775136587,0.18794348921201665,75.3482020197848,54.95180870873061,32.0,0.5823284210646176
1994,1,Manabí,0.4999781443058632,0.21124964982990008,0.11948651317546637,0.10127855467339453,0.18537841868654215,0.257602112087177,93.97199857884084,65.71385399462937,32.0,0.4869597208925728
1994,1,Pichincha,0.3222990108013503,0.11720365444608948,0.060486610778954286,0.11996015137587257,0.21757998249655985,0.2981472865879513,152.99384238009375,96.07840674494176,32.0,0.3330613098627877
1994,1,Sierra,0.4606144032598754,0.19888278250164892,0.11543154375841298,0.07318390144240161,0.1427620446816772,0.20944455102553772,90.82066829361155,70.74636017050292,32.0,0.45232009000714807
1994,2,Amazonía,0.37331796124858035,0.1425746443504992,0.08214196367180941,0.08492544693362192,0.16241439259460144,0.23433364385002198,118.52442854287015,87.05885490620516,32.0,0.36756743509291423
1994,2,Azuay,0.3582041461932205,0.1572071096842148,0.0919017666430483,0.08382848919310593,0.1618851232153048,0.23505702200725742,118.23951016515626,87.05885490620516,32.0,0.36756743509291423
1994,2,"Costa, Santo Domingo",0.4891595100661692,0.22519244870243518,0.13032078849387785,0.10917512724619238,0.19528886442005045,0.2671944988605601,92.42271752437267,68.9730439369386,32.0,0.46394936591833325
